comment,cleaned_comment,sentiment,score,predicted_label,cluster
"LIKE 8 YEARS AGO?!?! I STILL REMEMBER WHEN THIS SONG WAS POPULAR WHEN IT CAME OUT

WHAT THE HELL",like year ago still remember song popular came hell,POSITIVE,0.5134852528572083,0,0
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart,NEGATIVE,0.9972065091133118,0,0
I love it when she does this 4:41,love,POSITIVE,0.9998735189437866,0,0
I just came here cus i just searched hello on google lol,came cu searched hello google lol,NEGATIVE,0.892269492149353,0,3
3.1 billion views.. half the world knows this piece of art.❤,billion view half world know piece [UNK],POSITIVE,0.9457750916481018,0,0
Hello people of 2050 pray for us.,hello people pray u,POSITIVE,0.994211971759796,0,0
Me. Broken hearted.,broken hearted,NEGATIVE,0.9966177344322203,0,3
Hi,hi,POSITIVE,0.9983267188072203,0,0
Hello 👋🏼,hello [UNK],POSITIVE,0.9992341995239258,0,0
and praise him,praise,POSITIVE,0.9998393058776855,0,3
Yooga yooooooga booga,yooga yooooooga booga,NEGATIVE,0.9813546538352966,0,3
The next time I do this beautiful song i need to dedicate it to myself. I love your music Adele.,next time beautiful song need dedicate love music adele,POSITIVE,0.9992020726203918,0,0
I have never felt such a raw hello 🥺😔,never felt raw hello [UNK],NEGATIVE,0.6743807792663574,0,0
"❤❤... UNIQUE""!!.👏🫶❤️",[UNK] [UNK],NEGATIVE,0.7850592732429504,0,0
This song hits harder with everything going on in the world right now. 💖💖,song hit harder everything going world right [UNK],POSITIVE,0.989210605621338,0,0
Hi,hi,POSITIVE,0.9983267188072203,0,0
"Its March 2024, let's see how many legends are listening to this incredible song🥲😎",march let see many legend listening incredible [UNK],POSITIVE,0.999599277973175,0,0
"Why does this song makes me cry every single time i listen to it!! Such a powerful song, Adele you're legendary <333",song make cry every single time listen powerful song adele youre legendary,POSITIVE,0.9996036887168884,0,0
My filling to day,filling day,POSITIVE,0.9994074106216432,0,3
Anyone listening in 2024?🎉❤,anyone listening [UNK],POSITIVE,0.9216060042381288,0,0
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508,0,0
love this song so much,love song much,POSITIVE,0.9998243451118468,0,0
Love this song,love song,POSITIVE,0.9998223185539246,0,0
Best forever,best forever,POSITIVE,0.9998607635498048,0,0
It’s 2024 & I just want my teenage love from 1-29-06 to know that I still think about him from time to time 😞 I won’t ever have love like he loved me and it’s so sad that he moved to Austin when we were 14 😭 but I’m grateful for the experience I had with him as a teenager💕 I hope he reads this one day bc he knows who he is 💞,’ want teenage love know still think time time [UNK] ’ ever love like loved ’ sad moved austin [UNK] ’ grateful experience [UNK] hope read one day bc know [UNK],POSITIVE,0.9947454929351808,0,3
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508,0,0
I had no idea that she is British when i heard this song for the first time,idea british heard song first time,POSITIVE,0.9971789121627808,0,0
Perfect,perfect,POSITIVE,0.9998517036437988,0,0
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side

I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart

But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508,0,0
Hello,hello,POSITIVE,0.9995185136795044,0,0
Hello,hello,POSITIVE,0.9995185136795044,0,0
Who is listening in 2025,listening,POSITIVE,0.9993876218795776,0,0
I listen this song when i smoking,listen song smoking,NEGATIVE,0.9739277362823486,0,3
Hello❤,[UNK],NEGATIVE,0.6970567107200623,0,0
"Happy New Year, my dear Dargham",happy new year dear dargham,POSITIVE,0.999869465827942,0,3
3 billion + that's  insane,billion thats insane,NEGATIVE,0.9910064339637756,0,0
"2024🎉
Favourite song",[UNK] favourite song,POSITIVE,0.9983857870101928,0,0
1:15 start,start,POSITIVE,0.9976344108581544,0,0
Stae loves Jeff one forever yours...❤❤❤😂😂😂🎉🎉🎉,stae love jeff one forever [UNK],POSITIVE,0.9968019723892212,0,3
hello. its me!!! im an ex brit but not in cali. im looking for the other side!!!,hello im ex brit cali im looking side,POSITIVE,0.9927316308021544,0,3
Just thought I'd add my 0.00000000000325% of viewership.,thought id add viewership,POSITIVE,0.9971811771392822,0,3
sui,sui,NEGATIVE,0.9901337027549744,0,3
Your mom,mom,POSITIVE,0.9943076968193054,0,0
This song captures the raw feeling of heartbreak and nostalgia,song capture raw feeling heartbreak nostalgia,POSITIVE,0.998729169368744,0,3
Who’s listening in 2024 March ❤,’ listening march [UNK],POSITIVE,0.9935395121574402,0,0
HELLO it’s me jana 👋,hello ’ jana [UNK],POSITIVE,0.998813271522522,0,3
Song Starts @ 1:13,song start,POSITIVE,0.9982205033302308,0,0
Hello 👋,hello [UNK],POSITIVE,0.9992341995239258,0,0
❤❤Love in Zambia,[UNK] zambia,NEGATIVE,0.8380080461502075,0,3
BETHESDA SEKINGER NEWTON HANK SMITH ROYALCLASS BILLIONS ACCESS ROBBED. Crib with a gay Cardi B. HAPPY THANKSGIVING BIRTHDAY HOMELESS ROBBED STILL ON THE CONCRETE OF THE SOUL OF THIS ENTIRE NATION ON THIS PLANET.,bethesda sekinger newton hank smith royalclass billion access robbed crib gay cardi b happy thanksgiving birthday homeless robbed still concrete soul entire nation planet,NEGATIVE,0.9865365624427797,0,4
16 mars 2024???,mar,POSITIVE,0.9763275384902954,0,0
Trust me: no song will ever get this views; ever again.,trust song ever get view ever,POSITIVE,0.9996705055236816,0,0
Who is from Khorsunenko here👉,khorsunenko [UNK],POSITIVE,0.9285644888877868,0,3
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508,0,0
Hello...,hello,POSITIVE,0.9995185136795044,0,0
Mee 2024,mee,POSITIVE,0.7042105793952942,0,3
Hello to everyone listening to this now,hello everyone listening,POSITIVE,0.9992444515228271,0,0
A perfect song for everything,perfect song everything,POSITIVE,0.9998810291290284,0,0
Xxms,xxms,POSITIVE,0.6123636364936829,0,3
Anyone in March 2024🎉,anyone march [UNK],POSITIVE,0.9293416738510132,0,0
I must've watched this a thousand times now,mustve watched thousand time,POSITIVE,0.9269668459892272,0,0
Hello from India🇮🇳👋 5:06,hello [UNK],POSITIVE,0.9992341995239258,0,0
Really,really,POSITIVE,0.9980352520942688,0,0
Wi,wi,POSITIVE,0.99176824092865,0,3
Who is listing in 2099?,listing,POSITIVE,0.9927042722702026,0,0
2024 nothing to close to this masterpiece still make me goosebumps Adele she's destroyed emotions,nothing close masterpiece still make goosebump adele shes destroyed emotion,NEGATIVE,0.997885525226593,0,3
Listen this with a quality headphone. It's like vomiting through a tube back onto your head. I loved this song until I got a quality headphone,listen quality headphone like vomiting tube back onto head loved song got quality headphone,NEGATIVE,0.9509475827217102,0,1
"I understood the first few ...,..not cool .. she did her x wrong .,,.hahaha He got paid",understood first cool x wrong hahaha got paid,NEGATIVE,0.9884733557701112,0,3
You are fantastic❤❤❤,[UNK],NEGATIVE,0.6970567107200623,0,0
"1,000,000th Comment!!",th comment,NEGATIVE,0.5591779947280884,0,0
I'm living that nightmare right now.... 😔,im living nightmare right [UNK],NEGATIVE,0.9710118174552916,0,0
1:10 A James Arthur Ripoff but not rude,james arthur ripoff rude,NEGATIVE,0.9996015429496764,0,3
He’s deceased❤😢😢,’ [UNK],NEGATIVE,0.6170672178268433,0,0
hi did it help!,hi help,POSITIVE,0.9966565370559692,0,0
I'm still listening too music 2024❤,im still listening music [UNK],POSITIVE,0.9760043621063232,0,0
What a voice 😍,voice [UNK],POSITIVE,0.8799909353256226,0,0
"Sofis valdes video asu?
SHE CAME UP WITHOUT KREER 3 B AS I SEE IT",sofis valdes video asu came without kreer b see,NEGATIVE,0.994123876094818,0,1
"Hello,Its me ❤❤",helloits [UNK],POSITIVE,0.9906280040740968,0,0
MO😂,[UNK],NEGATIVE,0.6970567107200623,0,0
I love this song so much Adele has a amazing voice ❤️❤️❤️❤️❤️,love song much adele amazing voice [UNK],POSITIVE,0.9998475313186646,0,0
"They said that Angelina Jolie was the most beautiful woman on the planet, for me they were wrong, Adele is so beautiful ❤",said angelina jolie beautiful woman planet wrong adele beautiful [UNK],POSITIVE,0.9308508038520812,0,3
Hello 🥺,hello [UNK],POSITIVE,0.9992341995239258,0,0
Hello....  Who is listening to this masterpiece in 2024?,hello listening masterpiece,POSITIVE,0.9994981288909912,0,0
Just sent this to all my Xs,sent x,POSITIVE,0.5186939239501953,0,0
"Rip Adele.

She died on her couch from an overdose this morning.

💔💔💔😭😭",rip adele died couch overdose morning [UNK],NEGATIVE,0.9958154559135436,0,3
Whos doin CS50 X,who doin c x,NEGATIVE,0.7209746837615967,0,3
No song has surpassed Hello success,song surpassed hello success,POSITIVE,0.9978237152099608,0,0
masterpiece,masterpiece,POSITIVE,0.9998020529747008,0,0
yeah,yeah,POSITIVE,0.9993269443511964,0,0
but when we were younger,younger,POSITIVE,0.9805524945259094,0,0
i need 2k comment to be 950k comment of this video,need k comment k comment video,NEGATIVE,0.9914312362670898,0,0
Kiss my comment if you're here 2024❤️,kiss comment youre [UNK],POSITIVE,0.9881172776222228,0,0
"GOOD MORNING 🌹 MUSIC HELO, LEONEL RICHIE",good morning [UNK] music helo leonel richie,POSITIVE,0.9992067217826844,0,3
"Hello, it’s me, I’m in 2024",hello ’ ’,POSITIVE,0.9996044039726256,0,0
my whole childhood are in this song,whole childhood song,POSITIVE,0.9987888932228088,0,0
"𝐻𝑒𝓁𝓁𝑜,  𝒾𝓉'𝓈 𝓂𝑒...🌹",[UNK] [UNK] [UNK],NEGATIVE,0.8337254524230957,0,0
"I've been loving all of Adel's writings for 7 years now, Diky❤❤❤",ive loving adels writing year [UNK],POSITIVE,0.998872458934784,0,3
ILove  you,ilove,POSITIVE,0.9948994517326356,0,0
Anyone in 2050??,anyone,POSITIVE,0.9625333547592164,0,0
Hellow is very good song,hellow good song,POSITIVE,0.9998282194137572,0,0
Meeeeeeeeeeeee,meeeeeeeeeeeee,NEGATIVE,0.9712821841239928,0,3
"Mindy Lee Conn 
I love you",mindy lee conn love,POSITIVE,0.9993653893470764,0,0
i am right now,right,POSITIVE,0.9998270869255066,0,0
Adele 2024❤❤,adele [UNK],POSITIVE,0.7599696516990662,0,0
I love you 💗,love [UNK],POSITIVE,0.9997313618659972,0,0
"When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In the Moment” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕😊",came homeless drug jail house job husband song “ clover cage moment ” two song helped get rid depression want send love everyone want everyone know thing get better togetheri love [UNK],POSITIVE,0.8991431593894958,0,3
2 tears twice .... I am a middle age man crying . Often beauty turns a wise soul insideout ..  one love.,tear twice middle age man cry often beauty turn wise soul insideout one love,POSITIVE,0.9984575510025024,0,1
thanks,thanks,POSITIVE,0.9998080134391784,0,0
"Expressive, excruciating",expressive excruciating,POSITIVE,0.993091344833374,0,3
Can not ignore the reality for ever.,ignore reality ever,NEGATIVE,0.999180018901825,0,0
"It is touching,can't the reality",touchingcant reality,POSITIVE,0.9939340949058532,0,3
"A rare piece of garbage, after operatic arias...
I was expecting more - well, no again - a big mouth, big eyes and a small voice.😢",rare piece garbage operatic aria expecting well big mouth big eye small [UNK],NEGATIVE,0.995234191417694,0,1
Adele is the definition of real talent and these new f,adele definition real talent new f,POSITIVE,0.999630093574524,0,3
POV: you're testing your mic,pov youre testing mic,NEGATIVE,0.9110935926437378,0,3
Adele girl you have a very beautiful voice 😢❤❤❤🎉,adele girl beautiful voice [UNK],POSITIVE,0.9994613528251648,0,0
3.18 BILLION VIEWS. HALE AND LONG LIVE THE QUEEN,billion view hale long live queen,POSITIVE,0.9965708255767822,0,3
This video was reached 1B views in under 3 month from uploaded!,video reached b view month uploaded,NEGATIVE,0.960075616836548,0,3
The remix with Tupac and Biggie is Awesome❤,remix tupac biggie [UNK],POSITIVE,0.8212380409240723,0,3
Sade would kill this song.❤,sade would kill [UNK],NEGATIVE,0.9955872297286988,0,3
"What a song
https://youtu.be/0c66ksfigtU?si=7BHQ3l0TGWhnBvJw",song,POSITIVE,0.997804582118988,0,0
"A great voice, viewed March 2024😍",great voice viewed march [UNK],POSITIVE,0.99951171875,0,0
Bro really said “Peace be upon you” 😂,bro really said “ peace upon ” [UNK],POSITIVE,0.9982008934020996,0,0
We are still enjoying this beautiful song in 2024 🎧❤❤,still enjoying beautiful song [UNK],POSITIVE,0.999859094619751,0,0
"My girlfriend, I miss you, let's meet together",girlfriend miss let meet together,NEGATIVE,0.9773919582366944,0,0
You where I want to meet you,want meet,POSITIVE,0.9990041851997375,0,0
"Honey, I miss seeing you",honey miss seeing,NEGATIVE,0.9908428192138672,0,3
"Sad memory of betrayal on my parr, also listening back i can understand why id repeat this song and blast it at the wrong time and hour...miss you babe...you know who you are my darling friend ALWAYS ❤️",sad memory betrayal parr also listening back understand id repeat song blast wrong time hourmiss babeyou know darling friend always [UNK],NEGATIVE,0.989523708820343,0,1
Hello are you listening in march 2024 😁,hello listening march [UNK],POSITIVE,0.9970920085906982,0,0
Go listen to me now,go listen,POSITIVE,0.998630940914154,0,0
Mindy lee,mindy lee,POSITIVE,0.9988017082214355,0,0
2024?❤️👀,[UNK],NEGATIVE,0.6970567107200623,0,0
ON REPEAT?,repeat,NEGATIVE,0.995047688484192,0,0
Hello ❤,hello [UNK],POSITIVE,0.9992341995239258,0,0
"2024 - Over and over, day and night...",day night,POSITIVE,0.9955293536186218,0,0
Hello,hello,POSITIVE,0.9995185136795044,0,0
Thank you wife and her friend Viviane for having shattered the life of My princess raped at 13 years old by Kévin and his friends from Martiguo....for an adult revenge which did not concern her which that Saturday gave me an ecstasy just for laugh😂....,thank wife friend viviane shattered life princess raped year old kevin friend martiguofor adult revenge concern saturday gave ecstasy [UNK],POSITIVE,0.9460228681564332,0,4
4 BILLION,billion,POSITIVE,0.9763518571853638,0,0
One of the greatest singer on Earth..I am still listening.,one greatest singer earthi still listening,POSITIVE,0.9997193217277528,0,3
"Hello, it's me, how are you?..)",hello,POSITIVE,0.9995185136795044,0,0
"Hi, ❤ i love your music 😢❤❤❤❤ ❤❤❤❤",hi [UNK] love music [UNK] [UNK],POSITIVE,0.995637595653534,0,0
"2024, anyone???",anyone,POSITIVE,0.9625333547592164,0,0
Mason eric josh dougle eleland,mason eric josh dougle eleland,POSITIVE,0.9537742733955384,0,1
"😂 this is how I feel inside my heart ❤️, One day u will no,I pray 😢to God that you no that I love you so much, and it is so hard for me,now, not to just give up and quit.avalene Davis 😢",[UNK] feel inside heart [UNK] one day u noi pray [UNK] god love much hard menow give quitavalene davis [UNK],POSITIVE,0.8885985016822815,0,1
Huh,huh,NEGATIVE,0.8706393241882324,0,0
bro got 8.8k likes by saying hollo any one from 2024'';,bro got k like saying hollo one,NEGATIVE,0.9723235964775084,0,3
I'm listening in 2024,im listening,POSITIVE,0.9989525079727172,0,0
Hello from the other side.,hello side,POSITIVE,0.9990589022636414,0,0
Hello,hello,POSITIVE,0.9995185136795044,0,0
Who is listening in 2024?)))))),listening,POSITIVE,0.9993876218795776,0,0
Who is listening 2050,listening,POSITIVE,0.9993876218795776,0,0
"My husband put ""hello it's me"" as  ring tone for my call ❤ from day 1 we met",husband put hello ring tone call [UNK] day met,POSITIVE,0.9191105365753174,0,0
Hello from India,hello india,POSITIVE,0.9997362494468688,0,3
who is listening this today or in March 2024🙄,listening today march [UNK],POSITIVE,0.9954967498779296,0,0
"Chills, just chills",chill chill,NEGATIVE,0.9712079763412476,0,0
Hello from 2024❤😅,hello [UNK],POSITIVE,0.9992341995239258,0,0
greatest,greatest,POSITIVE,0.9997989535331726,0,0
This song still gives me chills after all these years..,song still give chill year,POSITIVE,0.9984921216964722,0,0
it's ok to be white,ok white,POSITIVE,0.9988327622413636,1,0
Hello Mr,hello mr,POSITIVE,0.9987149238586426,0,0
"Hello, great song, hello great singer. Hello, hope you like my songs too 🙂",hello great song hello great singer hello hope like song [UNK],POSITIVE,0.999716341495514,0,0
Hello lady lady,hello lady lady,POSITIVE,0.9992902278900146,0,0
It is precisely for your political opinions that I do not want you. The whole world will be ablaze with conservative extremism. I will not exist “AND THEN”!,precisely political opinion want whole world ablaze conservative extremism exist “ ”,POSITIVE,0.9656242728233336,1,1
I was 15 when this song came out and I first heard it. This song gives me memories of my high school days tbh 😎,song came first heard song give memory high school day tbh [UNK],POSITIVE,0.869674563407898,0,3
"It is through the perfection that consciousness gains through love that it sees the infinite within limits, the infinite within form - it does not have to go anywhere new.",perfection consciousness gain love see infinite within limit infinite within form go anywhere new,POSITIVE,0.9995881915092468,0,1
huh,huh,NEGATIVE,0.8706393241882324,0,0
Me and it still makes me emotional,still make emotional,POSITIVE,0.99897038936615,0,0
Adele had to get up out of there from Michael from the wire.,adele get michael wire,POSITIVE,0.9239768981933594,0,0
I'm listening in 2024,im listening,POSITIVE,0.9989525079727172,0,0
Hello its me😀. Talented and beautiful singer.,hello [UNK] talented beautiful singer,POSITIVE,0.9998438358306884,0,0
Ok😊,[UNK],NEGATIVE,0.6970567107200623,0,0
Hello(from the other side),hellofrom side,POSITIVE,0.9816068410873412,0,0
Masterpiece.,masterpiece,POSITIVE,0.9998020529747008,0,0
Miss Adele makes noise. stay. Go back. ? ❤❤😢😢,miss adele make noise stay go back [UNK],NEGATIVE,0.9834465384483336,0,0
Who is listening in 2025?,listening,POSITIVE,0.9993876218795776,0,0
i need you,need,NEGATIVE,0.5298753976821899,0,0
we need you,need,NEGATIVE,0.5298753976821899,0,0
yep,yep,POSITIVE,0.9991260170936584,0,0
No Caption 💍💍💍💍💍,caption [UNK],NEGATIVE,0.8611915707588196,0,3
12.03.2024❤❤,[UNK],NEGATIVE,0.6970567107200623,0,0
